"","player.x","team","competition","season","total_bat_wpa","runs_for","wickets_lost","balls_faced","total_bat_XRA","total_bowl_wpa","wickets_taken","runs_against","balls_bowled","total_bowl_XRA","bowl_wpa_per_ball","bowl_XRA_per_ball","bowl_economy","bowl_average","bat_wpa_per_ball","bat_XRA_per_ball","strike_rate","average","total_wpa","total_XRA","balls_total","total_wpa_per_ball","total_XRA_per_ball","season_singular","logo","team_colours","team_colour2","player_name_first","player_name_last","player_fuzzy_ipl_contracts","player_full","position","position_detail","price_lakhs","price_dollars_thousands","wpa_per_thous","wpa_per_lakh","XRA_per_thous","XRA_per_lakh","wins","losses","games_played","win_percentage"
"374","JD Unadkat","Rising Pune Supergiants","Indian Premier League","2017",1,2,0,5,-3.52,49,27,330,279,-21.84,0.18,-0.08,7.1,12.22,0.2,-0.7,2.4,Inf,50,-25.36,284,0.18,-0.09,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313500/313524.logo.png","#3D156A","#C224A3","J","Unadkat","J  Unadkat","Jaydev Unadkat","BOW","Bowler",30,44,1.14,1.67,-0.58,-0.85,10,6,16,0.625
"375","JDS Neesham","Punjab Kings","Indian Premier League","2020/21",-3,19,2,18,-2.38,-17,2,149,93,-48.27,-0.18,-0.52,9.61,74.5,-0.17,-0.13,6.33,9.5,-20,-50.66,111,-0.18,-0.46,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","J","Neesham","J  Neesham","James Neesham","AR","All Rounder",50,70,-0.29,-0.4,-0.72,-1.01,5,9,14,0.357142857142857
"376","JDS Neesham","Mumbai Indians","Indian Premier League","2021",-13,0,2,2,-2.83,13,5,68,54,-9.44,0.24,-0.17,7.56,13.6,-6.5,-1.42,0,0,0,-12.27,56,0,-0.22,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","J","Neesham","J  Neesham","James Neesham","AR","All Rounder",50,68,0,0,-0.18,-0.25,7,7,14,0.5
"377","JDS Neesham","Rajasthan Royals","Indian Premier League","2022",6,31,1,27,-0.29,-5,0,29,18,-9.85,-0.28,-0.55,9.67,Inf,0.22,-0.01,6.89,31,1,-10.14,45,0.02,-0.23,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","J","Neesham","J  Neesham","James Neesham","AR","All Rounder",150,200,0,0.01,-0.05,-0.07,10,7,17,0.588235294117647
"378","JE Root","Rajasthan Royals","Indian Premier League","2023",1,10,1,15,-4.34,0,0,15,12,-1.84,0,-0.15,7.5,Inf,0.07,-0.29,4,10,1,-6.19,27,0.04,-0.23,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","J","Root","J  Root","Joe Root","BAT","Batter",100,121,0.01,0.01,-0.05,-0.06,7,7,14,0.5
"379","JJ Bumrah","Mumbai Indians","Indian Premier League","2017",-16,16,1,12,1.55,23,23,449,365,-21.73,0.06,-0.06,7.38,19.52,-1.33,0.13,8,16,7,-20.18,377,0.02,-0.05,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","J","Bumrah","J  Bumrah","Jasprit Bumrah","BOW","Bowler",120,119,0.06,0.06,-0.17,-0.17,11,6,17,0.647058823529412
"380","JJ Bumrah","Mumbai Indians","Indian Premier League","2018",1,10,1,11,-2.86,103,17,383,333,-7.3,0.31,-0.02,6.9,22.53,0.09,-0.26,5.45,10,104,-10.16,344,0.3,-0.03,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","J","Bumrah","J  Bumrah","Jasprit Bumrah","BOW","Bowler",700,1093,0.1,0.15,-0.01,-0.01,6,8,14,0.428571428571429
"381","JJ Bumrah","Mumbai Indians","Indian Premier League","2019",-1,0,0,1,-0.53,129,21,425,378,10.93,0.34,0.03,6.75,20.24,-1,-0.53,0,NA,128,10.4,379,0.34,0.03,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","J","Bumrah","J  Bumrah","Jasprit Bumrah","BOW","Bowler",700,972,0.13,0.18,0.01,0.01,10,6,16,0.625
"382","JJ Bumrah","Mumbai Indians","Indian Premier League","2020/21",3,5,0,3,0.48,66,28,420,372,0.01,0.18,0,6.77,15,1,0.16,10,Inf,69,0.49,375,0.18,0,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","J","Bumrah","J  Bumrah","Jaspllt Bumrah","BOW","Bowler",700,985,0.07,0.1,0,0,11,5,16,0.6875
"383","JJ Bumrah","Mumbai Indians","Indian Premier League","2021",-3,16,3,17,-6.82,-8,22,422,347,-30.61,-0.02,-0.09,7.3,19.18,-0.18,-0.4,5.65,5.33,-11,-37.43,364,-0.03,-0.1,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","J","Bumrah","J  Bumrah","Jasprit Bumrah","BOW","Bowler",700,958,-0.01,-0.02,-0.04,-0.05,7,7,14,0.5
"384","JJ Bumrah","Mumbai Indians","Indian Premier League","2022",-22,0,1,9,-12.41,-59,16,392,327,-14.12,-0.18,-0.04,7.19,24.5,-2.44,-1.38,0,0,-81,-26.53,336,-0.24,-0.08,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","J","Bumrah","J  Bumrah","Jasprit Bumrah","BOW","Bowler",1200,1600,-0.05,-0.07,-0.02,-0.02,4,10,14,0.285714285714286
"385","JJ Roy","Delhi Daredevils","Indian Premier League","2018",22,120,4,98,17.38,0,0,0,0,0,0,0,NA,NA,0.22,0.18,7.35,30,22,17.38,98,0.22,0.18,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","J","Roy","J  Roy","Jason Roy","BAT","Batter",150,234,0.09,0.15,0.07,0.12,5,9,14,0.357142857142857
"386","JJ Roy","Gujarat Lions","Indian Premier League","2017",2,59,2,41,13.3,0,0,0,0,0,0,0,NA,NA,0.05,0.32,8.63,29.5,2,13.3,41,0.05,0.32,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313500/313525.logo.png","#D13617","#1774D1","J","Roy","J  Roy","Jason Roy","BAT","Batter",100,149,0.01,0.02,0.09,0.13,4,10,14,0.285714285714286
"387","JL Denly","Kolkata Knight Riders","Indian Premier League","2019",-3,0,1,1,-0.79,0,0,0,0,0,0,0,NA,NA,-3,-0.79,0,0,-3,-0.79,1,-3,-0.79,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","J","Denly","J  Denly","Joe Denly","BAT","Batter",100,138,-0.02,-0.03,-0.01,-0.01,6,8,14,0.428571428571429
"388","JM Bairstow","Punjab Kings","Indian Premier League","2022",44,253,11,180,70.66,0,0,0,0,0,0,0,NA,NA,0.24,0.39,8.43,23,44,70.66,180,0.24,0.39,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","J","Bairstow","J  Bairstow","Jonny Bairstow","BAT/WK","Batter/Wicket Keeper",675,900,0.05,0.07,0.08,0.1,7,7,14,0.5
"389","JM Bairstow","Sunrisers Hyderabad","Indian Premier League","2019",38,445,8,292,154.83,0,0,0,0,0,0,0,NA,NA,0.13,0.53,9.14,55.62,38,154.83,292,0.13,0.53,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","J","Bairstow","J  Bairstow","Jonny Bairstow","BAT/WK","Batter/Wicket Keeper",220,305,0.12,0.17,0.51,0.7,6,9,15,0.4
"390","JM Bairstow","Sunrisers Hyderabad","Indian Premier League","2020/21",-40,345,12,284,69.21,0,0,0,0,0,0,0,NA,NA,-0.14,0.24,7.29,28.75,-40,69.21,284,-0.14,0.24,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","J","Bairstow","J  Bairstow","Jonny Bairstow","BAT/WK","Batter/Wicket Keeper",220,309,-0.13,-0.18,0.22,0.31,8,8,16,0.5
"391","JM Bairstow","Sunrisers Hyderabad","Indian Premier League","2021",32,248,7,179,73.05,0,0,0,0,0,0,0,NA,NA,0.18,0.41,8.31,35.43,32,73.05,179,0.18,0.41,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","J","Bairstow","J  Bairstow","Jonny Bairstow","BAT/WK","Batter/Wicket Keeper",220,301,0.11,0.15,0.24,0.33,3,11,14,0.214285714285714
"392","JM Sharma","Punjab Kings","Indian Premier League","2022",-14,234,8,149,68.89,0,0,0,0,0,0,0,NA,NA,-0.09,0.46,9.42,29.25,-14,68.89,149,-0.09,0.46,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","J","Sharma","J  Sharma","Jitesh Sharma","BAT/WK","Batter/Wicket Keeper",20,26,-0.54,-0.7,2.65,3.44,7,7,14,0.5
"393","JM Sharma","Punjab Kings","Indian Premier League","2023",-10,309,13,205,86.09,0,0,0,0,0,0,0,NA,NA,-0.05,0.42,9.04,23.77,-10,86.09,205,-0.05,0.42,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","J","Sharma","J  Sharma","Jitesh Sharma","BAT/WK","Batter/Wicket Keeper",20,24,-0.42,-0.5,3.59,4.3,6,8,14,0.428571428571429
"394","JO Holder","Lucknow Super Giants","Indian Premier League","2022",-10,58,6,46,4.58,13,16,399,266,-95.21,0.05,-0.36,9,24.94,-0.22,0.1,7.57,9.67,3,-90.63,312,0.01,-0.29,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/333800/333885.png","#2283C6","#F58334","J","Holder","J  Holder","Jason Holder","AR","All Rounder",875,1166,0,0,-0.08,-0.1,9,6,15,0.6
"395","JO Holder","Rajasthan Royals","Indian Premier League","2023",-7,12,2,12,-2.26,-106,4,290,176,-87.99,-0.6,-0.5,9.89,72.5,-0.58,-0.19,6,6,-113,-90.26,188,-0.6,-0.48,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","J","Holder","J  Holder","Jason Holder","AR","All Rounder",575,701,-0.16,-0.2,-0.13,-0.16,7,7,14,0.5
"396","JO Holder","Sunrisers Hyderabad","Indian Premier League","2021",-17,85,6,73,6.53,37,16,248,203,-20.9,0.18,-0.1,7.33,15.5,-0.23,0.09,6.99,14.17,20,-14.37,276,0.07,-0.05,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","J","Holder","J  Holder","Jason Holder","AR","All Rounder",75,102,0.2,0.27,-0.14,-0.19,3,11,14,0.214285714285714
"397","JP Behrendorff","Mumbai Indians","Indian Premier League","2019",0,0,0,0,0,20,5,168,117,-48.4,0.17,-0.41,8.62,33.6,0,0,NA,NA,20,-48.4,117,0.17,-0.41,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","J","Behrendorff","J  Behrendorff","Jason Behrendorff","BOW","Bowler",100,138,0.14,0.2,-0.35,-0.48,10,6,16,0.625
"398","JP Behrendorff","Mumbai Indians","Indian Premier League","2023",0,6,0,9,-4.52,47,17,395,262,-104.5,0.18,-0.4,9.05,23.24,0,-0.5,4,Inf,47,-109.02,271,0.17,-0.4,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","J","Behrendorff","J  Behrendorff","Jason Behrendorff","BOW","Bowler",75,91,0.52,0.63,-1.2,-1.45,9,7,16,0.5625
"399","JP Duminy","Mumbai Indians","Indian Premier League","2018",12,36,1,46,-1.71,-2,0,36,18,-16.62,-0.11,-0.92,12,Inf,0.26,-0.04,4.7,36,10,-18.33,64,0.16,-0.29,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","J","Duminy","J  Duminy","JP Duminy","AR","All Rounder",100,156,0.06,0.1,-0.12,-0.18,6,8,14,0.428571428571429
"400","JP Faulkner","Gujarat Lions","Indian Premier League","2017",9,54,5,60,-15.92,-6,9,268,159,-83.73,-0.04,-0.53,10.11,29.78,0.15,-0.27,5.4,10.8,3,-99.65,219,0.01,-0.46,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313500/313525.logo.png","#D13617","#1774D1","J","Faulkner","J  Faulkner","James Faulkner","AR","All Rounder",750,1119,0,0,-0.09,-0.13,4,10,14,0.285714285714286
"401","JPR Scantlebury Searles","Kolkata Knight Riders","Indian Premier League","2018",-2,8,1,6,-0.45,-12,2,89,45,-39.93,-0.27,-0.89,11.87,44.5,-0.33,-0.07,8,8,-14,-40.38,51,-0.27,-0.79,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","J","Searles","J  Searles","Javon Searles","AR","All Rounder",30,46,-0.3,-0.47,-0.88,-1.35,10,6,16,0.625
"402","JR Hazlewood","Chennai Super Kings","Indian Premier League","2020/21",0,0,0,0,0,-13,1,72,61,-6.98,-0.21,-0.11,7.08,72,0,0,NA,NA,-13,-6.98,61,-0.21,-0.11,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","J","Hazlewood","J  Hazlewood","Josh Hazlewood","BOW","Bowler",200,281,-0.05,-0.06,-0.02,-0.03,6,8,14,0.428571428571429
"403","JR Hazlewood","Chennai Super Kings","Indian Premier League","2021",0,0,0,0,0,-45,11,302,215,-68.87,-0.21,-0.32,8.43,27.45,0,0,NA,NA,-45,-68.87,215,-0.21,-0.32,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","J","Hazlewood","J  Hazlewood","Josh Hazlewood","BOW","Bowler",200,273,-0.16,-0.22,-0.25,-0.34,11,5,16,0.6875
"404","JR Hazlewood","Royal Challengers Bangalore","Indian Premier League","2022",-2,18,0,27,-15.02,51,21,380,289,-53.94,0.18,-0.19,7.89,18.1,-0.07,-0.56,4,Inf,49,-68.96,316,0.16,-0.22,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","J","Hazlewood","J  Hazlewood","Josh Hazlewood","BOW","Bowler",775,1033,0.05,0.06,-0.07,-0.09,9,7,16,0.5625
"405","JR Hazlewood","Royal Challengers Bangalore","Indian Premier League","2023",2,1,0,2,-1.79,-4,3,76,57,-17.01,-0.07,-0.3,8,25.33,1,-0.9,3,Inf,-2,-18.81,59,-0.03,-0.32,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","J","Hazlewood","J  Hazlewood","Josh Hazlewood","BOW","Bowler",775,945,0,0,-0.02,-0.02,7,7,14,0.5
"406","JR Philippe","Royal Challengers Bangalore","Indian Premier League","2020/21",-6,78,4,80,-1.04,0,0,0,0,0,0,0,NA,NA,-0.07,-0.01,5.85,19.5,-6,-1.04,80,-0.07,-0.01,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","J","Philippe","J  Philippe","Joshua Philippe","BAT/WK","Batter/Wicket Keeper",20,28,-0.21,-0.3,-0.04,-0.05,6,9,15,0.4
"407","Jalaj S Saxena","Punjab Kings","Indian Premier League","2021",0,0,0,0,0,-12,0,27,18,-8.28,-0.67,-0.46,9,Inf,0,0,NA,NA,-12,-8.28,18,-0.67,-0.46,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","J","Saxena","J  Saxena","Jalaj Saxena","AR","All Rounder",30,41,-0.29,-0.4,-0.2,-0.28,6,8,14,0.428571428571429
"408","K Gowtham","Punjab Kings","Indian Premier League","2020/21",5,42,1,27,11.59,-9,1,84,48,-28.06,-0.19,-0.58,10.5,84,0.19,0.43,9.33,42,-4,-16.47,75,-0.05,-0.22,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","K","Gowtham","K  Gowtham","K Gowtham","AR","All Rounder",620,873,0,-0.01,-0.02,-0.03,5,9,14,0.357142857142857
"409","K Gowtham","Lucknow Super Giants","Indian Premier League","2022",-9,0,1,2,-0.81,19,5,101,72,-23.45,0.26,-0.33,8.42,20.2,-4.5,-0.4,0,0,10,-24.26,74,0.14,-0.33,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/333800/333885.png","#2283C6","#F58334","K","Gowtham","K  Gowtham","K Gowtham","AR","All Rounder",90,120,0.08,0.11,-0.2,-0.27,9,6,15,0.6
"410","K Gowtham","Lucknow Super Giants","Indian Premier League","2023",14,61,4,44,15.92,-23,3,118,100,-14.22,-0.23,-0.14,7.08,39.33,0.32,0.36,8.32,15.25,-9,1.7,144,-0.06,0.01,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/333800/333885.png","#2283C6","#F58334","K","Gowtham","K  Gowtham","Krishnappa Gowtham","AR","All Rounder",90,109,-0.08,-0.1,0.02,0.02,8,6,14,0.571428571428571
"411","K Gowtham","Rajasthan Royals","Indian Premier League","2018",47,126,9,67,43.23,30,12,321,244,-68.64,0.12,-0.28,7.89,26.75,0.7,0.65,11.28,14,77,-25.41,311,0.25,-0.08,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","K","Gowtham","K  Gowtham","K Gowtham","BOW","Bowler",620,968,0.08,0.12,-0.03,-0.04,7,8,15,0.466666666666667
"412","K Gowtham","Rajasthan Royals","Indian Premier League","2019",-11,18,3,19,-3.09,-72,1,171,122,-42.13,-0.59,-0.35,8.41,171,-0.58,-0.16,5.68,6,-83,-45.22,141,-0.59,-0.32,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","K","Gowtham","K  Gowtham","K Gowtham","BOW","Bowler",620,861,-0.1,-0.13,-0.05,-0.07,5,9,14,0.357142857142857
"413","K Kartikeya","Mumbai Indians","Indian Premier League","2023",0,6,1,7,-1.38,-10,5,231,163,-41.85,-0.06,-0.26,8.5,46.2,0,-0.2,5.14,6,-10,-43.23,170,-0.06,-0.25,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","K","Kartikeya","K  Kartikeya","Kumar Kartikeya","BOW","Bowler",20,24,-0.42,-0.5,-1.8,-2.16,9,7,16,0.5625
"414","K Khejroliya","Kolkata Knight Riders","Indian Premier League","2023",0,0,0,0,0,-16,2,64,28,-27.16,-0.57,-0.97,13.71,32,0,0,NA,NA,-16,-27.16,28,-0.57,-0.97,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","K","Khejroliya","K  Khejroliya","Kulwant Khejroliya","BOW","Bowler",20,24,-0.67,-0.8,-1.13,-1.36,6,8,14,0.428571428571429
"415","K Khejroliya","Royal Challengers Bangalore","Indian Premier League","2018",0,0,0,0,0,-25,2,110,70,-30.36,-0.36,-0.43,9.43,55,0,0,NA,NA,-25,-30.36,70,-0.36,-0.43,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","K","Khejroliya","K  Khejroliya","Kulwant Khejroliya","BOW","Bowler",85,132,-0.19,-0.29,-0.23,-0.36,6,8,14,0.428571428571429
"416","K Khejroliya","Royal Challengers Bangalore","Indian Premier League","2019",0,0,0,0,0,-12,1,47,31,-12.72,-0.39,-0.41,9.1,47,0,0,NA,NA,-12,-12.72,31,-0.39,-0.41,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","K","Khejroliya","K  Khejroliya","Kulwant Khejroliya","BOW","Bowler",85,118,-0.1,-0.14,-0.11,-0.15,6,8,14,0.428571428571429
"417","K Rabada","Delhi Capitals","Indian Premier League","2019",-17,14,3,15,-5.09,34,28,375,292,-29.48,0.12,-0.1,7.71,13.39,-1.13,-0.34,5.6,4.67,17,-34.57,307,0.06,-0.11,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","K","Rabada","K  Rabada","Kagiso Rabada","BOW","Bowler",420,583,0.03,0.04,-0.06,-0.08,9,7,16,0.5625
"418","K Rabada","Delhi Capitals","Indian Premier League","2020/21",4,56,3,52,-6.03,109,30,563,411,-100.03,0.27,-0.24,8.22,18.77,0.08,-0.12,6.46,18.67,113,-106.06,463,0.24,-0.23,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","K","Rabada","K  Rabada","Kagiso Rabada","BOW","Bowler",420,591,0.19,0.27,-0.18,-0.25,8,9,17,0.470588235294118
"419","K Rabada","Delhi Capitals","Indian Premier League","2021",21,13,1,6,4.02,-62,16,464,346,-81.27,-0.18,-0.23,8.05,29,3.5,0.67,13,13,-41,-77.25,352,-0.12,-0.22,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","K","Rabada","K  Rabada","Kagiso Rabada","BOW","Bowler",420,575,-0.07,-0.1,-0.13,-0.18,9,7,16,0.5625
"420","K Rabada","Delhi Daredevils","Indian Premier League","2017",-11,55,3,68,-9.6,4,8,198,137,-38.73,0.03,-0.28,8.67,24.75,-0.16,-0.14,4.85,18.33,-7,-48.34,205,-0.03,-0.24,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","K","Rabada","K  Rabada","Kagiso Rabada","BOW","Bowler",500,746,-0.01,-0.01,-0.06,-0.1,6,8,14,0.428571428571429
"421","K Rabada","Punjab Kings","Indian Premier League","2022",-8,48,4,47,-1.98,75,23,414,303,-86.02,0.25,-0.28,8.2,18,-0.17,-0.04,6.13,12,67,-88,350,0.19,-0.25,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","K","Rabada","K  Rabada","Kagiso Rabada","BOW","Bowler",925,1233,0.05,0.07,-0.07,-0.1,7,7,14,0.5
"422","K Rabada","Punjab Kings","Indian Premier League","2023",-4,0,1,2,-2.62,-21,7,243,147,-75.22,-0.14,-0.51,9.92,34.71,-2,-1.31,0,0,-25,-77.84,149,-0.17,-0.52,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","K","Rabada","K  Rabada","Kagiso Rabada","BOW","Bowler",925,1128,-0.02,-0.03,-0.07,-0.08,6,8,14,0.428571428571429
"423","K Yadav","Rajasthan Royals","Indian Premier League","2021",1,0,0,4,-4.48,1,0,17,12,-5.14,0.08,-0.43,8.5,Inf,0.25,-1.12,0,NA,2,-9.62,16,0.12,-0.6,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","K","Yadav","K  Yadav","Kuldip Yadav","BOW","Bowler",20,27,0.07,0.1,-0.36,-0.48,5,9,14,0.357142857142857
"424","K Yadav","Rajasthan Royals","Indian Premier League","2023",0,0,0,0,0,11,2,68,42,-18.93,0.26,-0.45,9.71,34,0,0,NA,NA,11,-18.93,42,0.26,-0.45,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","K","Yadav","K  Yadav","Kuldip Yadav","BOW","Bowler",20,24,0.46,0.55,-0.79,-0.95,7,7,14,0.5
"425","KA Jamieson","Royal Challengers Bangalore","Indian Premier League","2021",-13,65,3,55,5.8,-22,9,271,179,-78.25,-0.12,-0.44,9.08,30.11,-0.24,0.11,7.09,21.67,-35,-72.45,234,-0.15,-0.31,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","K","Jamieson","K  Jamieson","Kyle Jamieson","AR","All Rounder",1500,2054,-0.02,-0.02,-0.04,-0.05,9,6,15,0.6
"426","KA Pollard","Mumbai Indians","Indian Premier League","2017",11,385,13,291,78.36,-27,0,30,12,-13.33,-2.25,-1.11,15,Inf,0.04,0.27,7.94,29.62,-16,65.04,303,-0.05,0.21,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","K","Pollard","K  Pollard","Kieron Pollard","AR","All Rounder",950,1417,-0.01,-0.02,0.05,0.07,11,6,17,0.647058823529412
