player,position,price_lakhs,price_dollars_thousands,team
Mayank Agarwal,BAT,825,1006,sunrisers hyderabad
Abhishek Sharma,AR,650,792,sunrisers hyderabad
Heinrich Klaasen,BAT/WK,525,640,sunrisers hyderabad
Bhuvneshwar Kumar,BOW,420,512,sunrisers hyderabad
Marco Jansen,AR,420,512,sunrisers hyderabad
Kartik Tyagi,BOW,400,487,sunrisers hyderabad
Abdul Samad,AR,400,487,sunrisers hyderabad
Umran Malik,BOW,400,487,sunrisers hyderabad
T Natarajan,BOW,400,487,sunrisers hyderabad
Vivrant Sharma,AR,260,317,sunrisers hyderabad
Aiden Markram,BAT,260,317,sunrisers hyderabad
Adil Rashid,BOW,200,243,sunrisers hyderabad
Mayank Dagar,AR,180,219,sunrisers hyderabad
Glenn Phillips,BAT/WK,150,182,sunrisers hyderabad
Akeal Hosein,BOW,100,121,sunrisers hyderabad
Mayank Markande,BOW,50,60,sunrisers hyderabad
Fazalhaq Farooqi,BOW,50,60,sunrisers hyderabad
Upendra Yadav,BAT/WK,25,30,sunrisers hyderabad
Sanvir Singh,AR,20,24,sunrisers hyderabad
Nitish Kumar,BAT/WK,20,24,sunrisers hyderabad
Anmolpreet Singh,BAT,20,24,sunrisers hyderabad
Samarth Vyas,AR,20,24,sunrisers hyderabad
KL Rahul,BAT/WK,1700,2073,lucknow super giants
Nicholas Pooran,BAT/WK,1600,1951,lucknow super giants
Marcus Stoinis,AR,1000,1219,lucknow super giants
Avesh Khan,BOW,1000,1219,lucknow super giants
Krunal Pandya,AR,825,1006,lucknow super giants
Mark Wood,BOW,750,914,lucknow super giants
Quinton de,BAT/WK,675,823,lucknow super giants
Deepak Hooda,AR,575,701,lucknow super giants
Ravi Bishnoi,BOW,400,487,lucknow super giants
Krishnappa Gowtham,AR,90,109,lucknow super giants
Daniel Sams,AR,75,91,lucknow super giants
Amit Mishra,BOW,50,60,lucknow super giants
Kyle Mayers,AR,50,60,lucknow super giants
Jaydev Unadkat,BOW,50,60,lucknow super giants
Romario Shepherd,AR,50,60,lucknow super giants
Naveen ul,BOW,50,60,lucknow super giants
Yash Thakur,BOW,45,54,lucknow super giants
Mohsin Khan,BOW,20,24,lucknow super giants
Ayush Badoni,AR,20,24,lucknow super giants
Yudhvir Charak,AR,20,24,lucknow super giants
Karan Sharma,AR,20,24,lucknow super giants
Mayank Yadav,BOW,20,24,lucknow super giants
Swapnil Singh,AR,20,24,lucknow super giants
Manan Vohra,BAT,20,24,lucknow super giants
Prerak Mankad,AR,20,24,lucknow super giants
Hardik Pandya,AR,1500,1829,gujarat titans
Rashid Khan,BOW,1500,1829,gujarat titans
Rahul Tewatia,AR,900,1097,gujarat titans
Shubman Gill,BAT,800,975,gujarat titans
Mohammed Shami,BOW,625,762,gujarat titans
Shivam Mavi,BOW,600,731,gujarat titans
Joshua Little,BOW,440,536,gujarat titans
Yash Dayal,BOW,320,390,gujarat titans
R Sai,BOW,300,365,gujarat titans
David Miller,BAT,300,365,gujarat titans
Abhinav Manohar,BAT,260,317,gujarat titans
Matthew Wade,BAT/WK,240,292,gujarat titans
Alzarri Joseph,BOW,240,292,gujarat titans
Kane Williamson,BAT,200,243,gujarat titans
Wriddhiman Saha,BAT/WK,190,231,gujarat titans
Jayant Yadav,AR,170,207,gujarat titans
Vijay Shankar,AR,140,170,gujarat titans
Srikar Bharat,BAT/WK,120,146,gujarat titans
Mohit Sharma,BOW,50,60,gujarat titans
Odean Smith,AR,50,60,gujarat titans
Noor Ahmad,BOW,30,36,gujarat titans
Darshan Nalkande,AR,20,24,gujarat titans
Urvil Patel,BAT/WK,20,24,gujarat titans
Sai Sudharsan,AR,20,24,gujarat titans
Pradeep Sangwan,AR,20,24,gujarat titans
